index,loss,categorical_accuracy,val_loss,val_categorical_accuracy,model
0,0.36557674407958984,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
1,0.3655085861682892,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
2,0.365492045879364,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
3,0.36550605297088623,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
4,0.36548617482185364,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
5,0.3654989004135132,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
6,0.3655349612236023,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
7,0.36560237407684326,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
8,0.3655964136123657,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
9,0.365658700466156,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
10,0.3656310737133026,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
11,0.3655957579612732,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
12,0.3656270205974579,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
13,0.36551302671432495,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
14,0.3656538426876068,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
15,0.3655150830745697,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
16,0.36564937233924866,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
17,0.36551880836486816,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
18,0.3656288981437683,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
19,0.36556583642959595,0.9477777481079102,0.37326163053512573,0.9399999976158142,C32D21
