index,loss,categorical_accuracy,val_loss,val_categorical_accuracy,model
0,0.4348866939544678,0.8864203691482544,0.4134068489074707,0.89985191822052,C11D21
1,0.42641592025756836,0.8876214027404785,0.4134068489074707,0.89985191822052,C11D21
2,0.4261470437049866,0.8876214027404785,0.4134068489074707,0.89985191822052,C11D21
3,0.4260198473930359,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
4,0.42590561509132385,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
5,0.42585140466690063,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
6,0.4258109927177429,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
7,0.4257575273513794,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
8,0.42574623227119446,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
9,0.42572784423828125,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
10,0.4257510304450989,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
11,0.42572468519210815,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
12,0.4257286489009857,0.8876488208770752,0.4134068489074707,0.89985191822052,C11D21
13,0.4257142245769501,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
14,0.42571374773979187,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
15,0.42570769786834717,0.8876323699951172,0.4134068489074707,0.89985191822052,C11D21
16,0.4257078766822815,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
17,0.4257001280784607,0.8876433372497559,0.4134068489074707,0.89985191822052,C11D21
18,0.4256981611251831,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
19,0.4257057011127472,0.8876378536224365,0.4134068489074707,0.89985191822052,C11D21
