index,loss,categorical_accuracy,val_loss,val_categorical_accuracy,model
0,0.4837087392807007,0.8328827023506165,0.46022844314575195,0.853060245513916,C11D12
1,0.48034483194351196,0.8329265713691711,0.4602128267288208,0.853060245513916,C11D12
2,0.4803445041179657,0.8329265713691711,0.46020883321762085,0.853060245513916,C11D12
3,0.48034602403640747,0.8329265713691711,0.46020710468292236,0.853060245513916,C11D12
4,0.48034653067588806,0.8329265713691711,0.46020588278770447,0.853060245513916,C11D12
5,0.4803474247455597,0.8329265713691711,0.46020540595054626,0.853060245513916,C11D12
6,0.4803478717803955,0.8329265713691711,0.46020475029945374,0.853060245513916,C11D12
7,0.4803478717803955,0.8329265713691711,0.4602043032646179,0.853060245513916,C11D12
8,0.48034870624542236,0.8329265713691711,0.4602036774158478,0.853060245513916,C11D12
9,0.4803491532802582,0.8329265713691711,0.4602033793926239,0.853060245513916,C11D12
10,0.48034894466400146,0.8329265713691711,0.46020328998565674,0.853060245513916,C11D12
11,0.48034900426864624,0.8329265713691711,0.4602029621601105,0.853060245513916,C11D12
12,0.4803493916988373,0.8329265713691711,0.46020281314849854,0.853060245513916,C11D12
13,0.4803491532802582,0.8329265713691711,0.4602026641368866,0.853060245513916,C11D12
14,0.48034945130348206,0.8329265713691711,0.46020251512527466,0.853060245513916,C11D12
15,0.4803495705127716,0.8329265713691711,0.46020251512527466,0.853060245513916,C11D12
16,0.4803495705127716,0.8329265713691711,0.46020227670669556,0.853060245513916,C11D12
17,0.48034995794296265,0.8329265713691711,0.4602021276950836,0.853060245513916,C11D12
18,0.48034992814064026,0.8329265713691711,0.46020209789276123,0.853060245513916,C11D12
19,0.48034992814064026,0.8329265713691711,0.4602019786834717,0.853060245513916,C11D12
