index,loss,categorical_accuracy,val_loss,val_categorical_accuracy,model
0,0.47448572516441345,0.8388888835906982,0.48327040672302246,0.8299999833106995,C11D11
1,0.47448092699050903,0.8388888835906982,0.4832691550254822,0.8299999833106995,C11D11
2,0.47447651624679565,0.8388888835906982,0.48326796293258667,0.8299999833106995,C11D11
3,0.47447243332862854,0.8388888835906982,0.4832669496536255,0.8299999833106995,C11D11
4,0.4744686186313629,0.8388888835906982,0.48326602578163147,0.8299999833106995,C11D11
5,0.4744649827480316,0.8388888835906982,0.4832651615142822,0.8299999833106995,C11D11
6,0.47446176409721375,0.8388888835906982,0.48326432704925537,0.8299999833106995,C11D11
7,0.4744586944580078,0.8388888835906982,0.48326367139816284,0.8299999833106995,C11D11
8,0.4744558036327362,0.8388888835906982,0.4832630157470703,0.8299999833106995,C11D11
9,0.4744530916213989,0.8388888835906982,0.48326247930526733,0.8299999833106995,C11D11
10,0.4744504690170288,0.8388888835906982,0.48326197266578674,0.8299999833106995,C11D11
11,0.4744480848312378,0.8388888835906982,0.48326146602630615,0.8299999833106995,C11D11
12,0.47444581985473633,0.8388888835906982,0.4832610785961151,0.8299999833106995,C11D11
13,0.4744436740875244,0.8388888835906982,0.4832606017589569,0.8299999833106995,C11D11
14,0.47444167733192444,0.8388888835906982,0.48326027393341064,0.8299999833106995,C11D11
15,0.4744396507740021,0.8388888835906982,0.4832598865032196,0.8299999833106995,C11D11
16,0.47443801164627075,0.8388888835906982,0.4832596182823181,0.8299999833106995,C11D11
17,0.4744361937046051,0.8388888835906982,0.48325929045677185,0.8299999833106995,C11D11
18,0.4744345545768738,0.8388888835906982,0.48325902223587036,0.8299999833106995,C11D11
19,0.4744330048561096,0.8388888835906982,0.48325878381729126,0.8299999833106995,C11D11
