index,loss,categorical_accuracy,val_loss,val_categorical_accuracy,model
0,0.5294049382209778,0.7655555605888367,0.5040218234062195,0.8050000071525574,C21D12
1,0.536590576171875,0.7622222304344177,0.49149852991104126,0.824999988079071,C21D12
2,0.5304359197616577,0.7683333158493042,0.5037944912910461,0.8100000023841858,C21D12
3,0.522022008895874,0.773888885974884,0.4942207634449005,0.824999988079071,C21D12
4,0.5202077627182007,0.7861111164093018,0.49008822441101074,0.8199999928474426,C21D12
5,0.5145846605300903,0.7844444513320923,0.4853591024875641,0.8199999928474426,C21D12
6,0.5158483386039734,0.7900000214576721,0.49489712715148926,0.7950000166893005,C21D12
7,0.5193987488746643,0.778333306312561,0.4889710247516632,0.824999988079071,C21D12
8,0.5182119607925415,0.7916666865348816,0.4900287687778473,0.8050000071525574,C21D12
9,0.5186001062393188,0.7805555462837219,0.484210729598999,0.8149999976158142,C21D12
10,0.5247525572776794,0.7711111307144165,0.4973829388618469,0.8149999976158142,C21D12
11,0.5137333273887634,0.7883333563804626,0.48379307985305786,0.8299999833106995,C21D12
12,0.5122278928756714,0.7905555367469788,0.47557708621025085,0.8399999737739563,C21D12
13,0.50868821144104,0.79666668176651,0.4821089804172516,0.8299999833106995,C21D12
14,0.5122002959251404,0.7922222018241882,0.48074644804000854,0.8199999928474426,C21D12
15,0.5105010271072388,0.7877777814865112,0.4776129126548767,0.8399999737739563,C21D12
16,0.5110452771186829,0.7916666865348816,0.485098659992218,0.8349999785423279,C21D12
17,0.5139695405960083,0.7922222018241882,0.47711971402168274,0.8299999833106995,C21D12
18,0.5051869750022888,0.801111102104187,0.47713765501976013,0.8199999928474426,C21D12
19,0.5133775472640991,0.7911111116409302,0.48753902316093445,0.8100000023841858,C21D12
